	Target	Regulator
10699	ERV3-1	P51532_S1382_1_1_NO_Single
10700	NUP50	P51532_S1382_1_1_NO_Single
10701	C11orf71	P51532_S1382_1_1_NO_Single
10702	OSR2	P51532_S1382_1_1_NO_Single
10703	TIA1	P51532_S1382_1_1_NO_Single
10704	MITF	Q13263_S473_1_1_YES_Single
10705	BNIP2	P51532_S1382_1_1_NO_Single
10706	KSR1	P51532_S1382_1_1_NO_Single
10707	SLC7A6	P51532_S1382_1_1_NO_Single
10708	NEU4	Q13263_S473_1_1_YES_Single
10709	SIVA1	P51532_S1382_1_1_NO_Single
10710	ERBB4	P51532_S1382_1_1_NO_Single
10711	EPHB2	P51532_S1382_1_1_NO_Single
10712	KIF5C	P51532_S1382_1_1_NO_Single
10713	ME3	P51532_S1382_1_1_NO_Single
10714	SRSF11	P51532_S1382_1_1_NO_Single
10715	SPATS2	P51532_S1382_1_1_NO_Single
10716	CFAP57	P51532_S1382_1_1_NO_Single
10717	PRRC1	P51532_S1382_1_1_NO_Single
10718	ELOVL5	Q13263_S473_1_1_YES_Single
10719	ANAPC2	P51532_S1382_1_1_NO_Single
10720	POLR3H	P51532_S1382_1_1_NO_Single
10721	SIPA1L1	Q13263_S473_1_1_YES_Single
10722	CYB561A3	P51532_S1382_1_1_NO_Single
10723	SLC23A3	P51532_S1382_1_1_NO_Single
10724	NEK3	P51532_S1382_1_1_NO_Single
10725	CEP85	Q13263_S473_1_1_YES_Single
10726	ZNF250	P51532_S1382_1_1_NO_Single
10727	APOOL	P51532_S1382_1_1_NO_Single
10728	HGD	Q13263_S473_1_1_YES_Single
10729	CTSB	P51532_S1382_1_1_NO_Single
10730	C1orf159	Q13263_S473_1_1_YES_Single
10731	CTNNAL1	P51532_S1382_1_1_NO_Single
10732	TRAF5	P51532_S1382_1_1_NO_Single
10733	PAPOLG	P51532_S1382_1_1_NO_Single
10734	BLNK	Q13263_S473_1_1_YES_Single
10735	ANXA1	P51532_S1382_1_1_NO_Single
10736	ZRANB1	P51532_S1382_1_1_NO_Single
10737	NSUN6	P51532_S1382_1_1_NO_Single
10738	UBE2E2	P51532_S1382_1_1_NO_Single
10739	TNFRSF1A	P51532_S1382_1_1_NO_Single
10740	KIAA1217	Q13263_S473_1_1_YES_Single
10741	SKIC3	P51532_S1382_1_1_NO_Single
10742	CLINT1	P51532_S1382_1_1_NO_Single
10743	ABCD4	P51532_S1382_1_1_NO_Single
10744	MRPL20	P51532_S1382_1_1_NO_Single
10745	RBBP6	P67809_S165_1_1_NO_Single
10746	ATG101	P51532_S1382_1_1_NO_Single
10747	GLB1	P51532_S1382_1_1_NO_Single
10748	ATXN7L1	Q13263_S473_1_1_YES_Single
10749	ATAD3B	P51532_S1382_1_1_NO_Single
10750	KIF1C	P51532_S1382_1_1_NO_Single
10751	KLHL35	Q13263_S473_1_1_YES_Single
10752	ZNF266	Q13263_S473_1_1_YES_Single
10753	OSBPL7	P51532_S1382_1_1_NO_Single
10754	DSEL	P51532_S1382_1_1_NO_Single
10755	MBD6	P51532_S1382_1_1_NO_Single
10756	APH1B	P51532_S1382_1_1_NO_Single
10757	LMLN	P51532_S1382_1_1_NO_Single
10758	WDR5B	P51532_S1382_1_1_NO_Single
10759	NTM	Q13263_S473_1_1_YES_Single
10760	ODF2	P51532_S1382_1_1_NO_Single
10761	PIGQ	P51532_S1382_1_1_NO_Single
10762	TSPAN5	Q13263_S473_1_1_YES_Single
10763	CDA	P51532_S1382_1_1_NO_Single
10764	SEC61G	Q13263_S473_1_1_YES_Single
10765	DNAJB4	P17535_S100_1_1_NO_Multiple
10766	ZNF330	P51532_S1382_1_1_NO_Single
10767	FAXC	P51532_S1382_1_1_NO_Single
10768	FOXRED2	P51532_S1382_1_1_NO_Single
10769	MYO1B	P51532_S1382_1_1_NO_Single
10770	GPRC5A	P51532_S1382_1_1_NO_Single
10771	NME7	P51532_S1382_1_1_NO_Single
10772	ERP44	Q13263_S473_1_1_YES_Single
10773	HEATR3	P51532_S1382_1_1_NO_Single
10774	BDH2	P51532_S1382_1_1_NO_Single
10775	GALNT13	P51532_S1382_1_1_NO_Single
10776	GPATCH8	P51532_S1382_1_1_NO_Single
10777	HEXIM1	P51532_S1382_1_1_NO_Single
10778	ELMOD2	P51532_S1382_1_1_NO_Single
10779	PPFIA2	P51532_S1382_1_1_NO_Single
10780	COL13A1	P51532_S1382_1_1_NO_Single
10781	CDYL	P51532_S1382_1_1_NO_Single
10782	ANAPC13	P51532_S1382_1_1_NO_Single
10783	PPP3CC	P51532_S1382_1_1_NO_Single
10784	HHIP	P51532_S1382_1_1_NO_Single
10785	STK17B	P51532_S1382_1_1_NO_Single
10786	SLC35F2	P51532_S1382_1_1_NO_Single
10787	ARPC1A	P51532_S1382_1_1_NO_Single
10788	CCDC40	P51532_S1382_1_1_NO_Single
10789	FAM174B	Q13263_S473_1_1_YES_Single
10790	GSAP	P51532_S1382_1_1_NO_Single
10791	KICS2	P51532_S1382_1_1_NO_Single
10792	SLC46A3	P51532_S1382_1_1_NO_Single
10793	MYO1F	P51532_S1382_1_1_NO_Single
10794	ANP32E	P51532_S1382_1_1_NO_Single
10795	DIXDC1	P51532_S1382_1_1_NO_Single
10796	SNX3	P51532_S1382_1_1_NO_Single
10797	EXT1	P51532_S1382_1_1_NO_Single
10798	APBB2	P51532_S1382_1_1_NO_Single
10799	HIPK2	P51532_S1382_1_1_NO_Single
10800	NEB	P51532_S1382_1_1_NO_Single
10801	CHCHD6	P51532_S1382_1_1_NO_Single
10802	SYNGAP1	P51532_S1382_1_1_NO_Single
10803	GPRIN2	P51532_S1382_1_1_NO_Single
10804	EMC9	P51532_S1382_1_1_NO_Single
10805	SNAPC5	P51532_S1382_1_1_NO_Single
10806	SULF2	P51532_S1382_1_1_NO_Single
10807	PFKP	P51532_S1382_1_1_NO_Single
10808	RBM26	P51532_S1382_1_1_NO_Single
10809	ZNF397	P51532_S1382_1_1_NO_Single
10810	TTLL5	P51532_S1382_1_1_NO_Single
10811	ADAMTS14	Q13263_S473_1_1_YES_Single
10812	LXN	P51532_S1382_1_1_NO_Single
10813	RYR3	P51532_S1382_1_1_NO_Single
10814	CRKL	P51532_S1382_1_1_NO_Single
10815	ZBED4	P51532_S1382_1_1_NO_Single
10816	ZNF12	P51532_S1382_1_1_NO_Single
10817	FBXO9	P51532_S1382_1_1_NO_Single
10818	ZNF77	Q13263_S473_1_1_YES_Single
10819	SPOCK3	P51532_S1382_1_1_NO_Single
10820	RANBP9	Q13263_S473_1_1_YES_Single
10821	PRICKLE1	Q13263_S473_1_1_YES_Single
10822	SKIC8	P51532_S1382_1_1_NO_Single
10823	VPS9D1	P51532_S1382_1_1_NO_Single
10824	TMEM131	P51532_S1382_1_1_NO_Single
10825	TEFM	P51532_S1382_1_1_NO_Single
10826	IDI1	P51532_S1382_1_1_NO_Single
10827	MGRN1	P51532_S1382_1_1_NO_Single
10828	RAP1GAP2	P51532_S1382_1_1_NO_Single
10829	LYZ	P51532_S1382_1_1_NO_Single
10830	IMP4	P51532_S1382_1_1_NO_Single
10831	SRP54	P51532_S1382_1_1_NO_Single
10832	HSF2BP	P51532_S1382_1_1_NO_Single
10833	TMEM94	P51532_S1382_1_1_NO_Single
10834	FAM234A	P51532_S1382_1_1_NO_Single
10835	GGA1	P51532_S1382_1_1_NO_Single
10836	SLMAP	P51532_S1382_1_1_NO_Single
10837	PHGDH	Q13263_S473_1_1_YES_Single
10838	SLC16A1	P51532_S1382_1_1_NO_Single
10839	FAM124B	Q13263_S473_1_1_YES_Single
10840	NUDT6	P51532_S1382_1_1_NO_Single
10841	UBE2E1	P51532_S1382_1_1_NO_Single
10842	VCAN	P51532_S1382_1_1_NO_Single
10843	CAMKMT	P51532_S1382_1_1_NO_Single
10844	FAM8A1	P51532_S1382_1_1_NO_Single
10845	PLEKHA1	P51532_S1382_1_1_NO_Single
10846	SLC38A10	P51532_S1382_1_1_NO_Single
10847	ELL2	P51532_S1382_1_1_NO_Single
10848	ADAMTSL3	Q13263_S473_1_1_YES_Single
10849	DNAAF4	P51532_S1382_1_1_NO_Single
10850	ARFGEF1	Q13263_S473_1_1_YES_Single
10851	PFDN6	P51532_S1382_1_1_NO_Single
10852	SPP1	P51532_S1382_1_1_NO_Single
10853	ZBTB24	P51532_S1382_1_1_NO_Single
10854	CRACDL	P51532_S1382_1_1_NO_Single
10855	NCOA6	P51532_S1382_1_1_NO_Single
10856	ACTR10	P51532_S1382_1_1_NO_Single
10857	FOSL1	P51532_S1382_1_1_NO_Single
10858	SART1	P51532_S1382_1_1_NO_Single
10859	SARNP	P51532_S1382_1_1_NO_Single
10860	SEPTIN11	P51532_S1382_1_1_NO_Single
10861	ZNF273	Q13263_S473_1_1_YES_Single
10862	CRBN	P51532_S1382_1_1_NO_Single
10863	SEC31A	P51532_S1382_1_1_NO_Single
10864	ALDH3A2	Q13263_S473_1_1_YES_Single
10865	NECAP1	P51532_S1382_1_1_NO_Single
10866	GIN1	P51532_S1382_1_1_NO_Single
10867	COMMD8	P51532_S1382_1_1_NO_Single
10868	ACSL4	Q13263_S473_1_1_YES_Single
10869	C10orf88	P51532_S1382_1_1_NO_Single
10870	CHUK	P51532_S1382_1_1_NO_Single
10871	ATP5F1A	P51532_S1382_1_1_NO_Single
10872	MAF	P51532_S1382_1_1_NO_Single
10873	NKIRAS1	P51532_S1382_1_1_NO_Single
10874	PLLP	P51532_S1382_1_1_NO_Single
10875	SEC62	P51532_S1382_1_1_NO_Single
10876	WWC2	P51532_S1382_1_1_NO_Single
10877	TIMMDC1	P51532_S1382_1_1_NO_Single
10878	DNAI3	P51532_S1382_1_1_NO_Single
10879	C15orf40	P51532_S1382_1_1_NO_Single
10880	B3GNT5	P51532_S1382_1_1_NO_Single
10881	SZRD1	P51532_S1382_1_1_NO_Single
10882	FOXP2	Q13263_S473_1_1_YES_Single
10883	UPF3A	P51532_S1382_1_1_NO_Single
10884	MEDAG	Q13263_S473_1_1_YES_Single
10885	PTCD1	Q13263_S473_1_1_YES_Single
10886	ARAP1	P51532_S1382_1_1_NO_Single
10887	HIGD1A	P51532_S1382_1_1_NO_Single
10888	PELI1	P51532_S1382_1_1_NO_Single
10889	FAM200B	P51532_S1382_1_1_NO_Single
10890	DPM2	P51532_S1382_1_1_NO_Single
10891	GLRX5	P51532_S1382_1_1_NO_Single
10892	CRIPT	P51532_S1382_1_1_NO_Single
10893	ZNF320	Q13263_S473_1_1_YES_Single
10894	DCAF13	P51532_S1382_1_1_NO_Single
10895	L1CAM	P51532_S1382_1_1_NO_Single
10896	SLC7A8	Q13263_S473_1_1_YES_Single
10897	SOCS1	P51532_S1382_1_1_NO_Single
10898	MED21	P51532_S1382_1_1_NO_Single
10899	C11orf54	Q13263_S473_1_1_YES_Single
10900	GLUL	P51532_S1382_1_1_NO_Single
10901	BAG2	P51532_S1382_1_1_NO_Single
10902	RFX8	P51532_S1382_1_1_NO_Single
10903	KHDRBS1	Q13263_S473_1_1_YES_Single
10904	ZNF205	P51532_S1382_1_1_NO_Single
10905	MSH6	P51532_S1382_1_1_NO_Single
10906	PDZRN4	P51532_S1382_1_1_NO_Single
10907	IPO9	P51532_S1382_1_1_NO_Single
10908	UFM1	P51532_S1382_1_1_NO_Single
10909	JAG1	Q13263_S473_1_1_YES_Single
10910	RNF11	P51532_S1382_1_1_NO_Single
10911	ZNF26	Q13263_S473_1_1_YES_Single
10912	CFH	P51532_S1382_1_1_NO_Single
10913	SPIDR	P51532_S1382_1_1_NO_Single
10914	TYSND1	P51532_S1382_1_1_NO_Single
10915	CDK4	P51532_S1382_1_1_NO_Single
10916	ETV3	P51532_S1382_1_1_NO_Single
10917	ZNF282	P51532_S1382_1_1_NO_Single
10918	ARAP2	P51532_S1382_1_1_NO_Single
10919	RPL7L1	P51532_S1382_1_1_NO_Single
10920	APOLD1	Q13263_S473_1_1_YES_Single
10921	TTC14	P51532_S1382_1_1_NO_Single
10922	SLC46A1	P51532_S1382_1_1_NO_Single
10923	ZNF19	P51532_S1382_1_1_NO_Single
10924	RNF34	P51532_S1382_1_1_NO_Single
10925	SCIN	P51532_S1382_1_1_NO_Single
10926	MARCHF1	P51532_S1382_1_1_NO_Single
10927	RDH11	P51532_S1382_1_1_NO_Single
10928	RTL3	P51532_S1382_1_1_NO_Single
10929	CHID1	P51532_S1382_1_1_NO_Single
10930	HFE	P51532_S1382_1_1_NO_Single
10931	EXOG	P51532_S1382_1_1_NO_Single
10932	CYFIP2	P51532_S1382_1_1_NO_Single
10933	LGALS1	P51532_S1382_1_1_NO_Single
10934	ADCY5	Q13263_S473_1_1_YES_Single
10935	BRIP1	P51532_S1382_1_1_NO_Single
10936	ING4	P51532_S1382_1_1_NO_Single
10937	JAZF1	Q13263_S473_1_1_YES_Single
10938	RAB5B	P51532_S1382_1_1_NO_Single
10939	POLA2	P51532_S1382_1_1_NO_Single
10940	ISM1	P51532_S1382_1_1_NO_Single
10941	NBPF3	P51532_S1382_1_1_NO_Single
10942	GMPS	P51532_S1382_1_1_NO_Single
10943	ADSS2	P51532_S1382_1_1_NO_Single
10944	TSSC4	P51532_S1382_1_1_NO_Single
10945	FOXE1	P51532_S1382_1_1_NO_Single
10946	SLC38A1	P51532_S1382_1_1_NO_Single
10947	SLC9A7	P51532_S1382_1_1_NO_Single
10948	TMEM64	P51532_S1382_1_1_NO_Single
10949	TDRP	Q13263_S473_1_1_YES_Single
10950	BHLHE41	P51532_S1382_1_1_NO_Single
10951	BTN3A1	P51532_S1382_1_1_NO_Single
10952	BOC	P51532_S1382_1_1_NO_Single
10953	KATNAL1	P51532_S1382_1_1_NO_Single
10954	ANTXR2	P51532_S1382_1_1_NO_Single
10955	AKIRIN1	P51532_S1382_1_1_NO_Single
10956	GHITM	P51532_S1382_1_1_NO_Single
10957	TRIB1	P51532_S1382_1_1_NO_Single
10958	WBP4	P51532_S1382_1_1_NO_Single
10959	PCGF6	P51532_S1382_1_1_NO_Single
10960	ZSWIM8	P51532_S1382_1_1_NO_Single
10961	AMIGO2	P51532_S1382_1_1_NO_Single
10962	CBX4	P51532_S1382_1_1_NO_Single
10963	ATP2B1	P51532_S1382_1_1_NO_Single
10964	EEIG1	P51532_S1382_1_1_NO_Single
10965	E2F6	Q13263_S473_1_1_YES_Single
10966	ZNF90	Q13263_S473_1_1_YES_Single
10967	POU2F3	P51532_S1382_1_1_NO_Single
10968	UBL7	P51532_S1382_1_1_NO_Single
10969	FAM13A	P51532_S1382_1_1_NO_Single
10970	SHROOM1	P51532_S1382_1_1_NO_Single
10971	ZNF431	Q13263_S473_1_1_YES_Single
10972	TRAF3IP3	P51532_S1382_1_1_NO_Single
10973	CFLAR	Q13263_S473_1_1_YES_Single
10974	MMRN2	P51532_S1382_1_1_NO_Single
10975	PCDHB5	Q13263_S473_1_1_YES_Single
10976	AGPAT2	P51532_S1382_1_1_NO_Single
10977	CTDSP2	P51532_S1382_1_1_NO_Single
10978	ALDH5A1	P51532_S1382_1_1_NO_Single
10979	GPD1L	Q13263_S473_1_1_YES_Single
10980	SPRY2	Q13263_S473_1_1_YES_Single
10981	FARP2	P51532_S1382_1_1_NO_Single
10982	RNF168	P51532_S1382_1_1_NO_Single
10983	CGGBP1	P51532_S1382_1_1_NO_Single
10984	CNN3	Q13263_S473_1_1_YES_Single
10985	ZNF813	Q13263_S473_1_1_YES_Single
10986	H2AC21	P51532_S1382_1_1_NO_Single
10987	IGSF11	P51532_S1382_1_1_NO_Single
10988	RBSN	P51532_S1382_1_1_NO_Single
10989	PPARA	P51532_S1382_1_1_NO_Single
10990	PLPP1	P51532_S1382_1_1_NO_Single
10991	LZTS1	P51532_S1382_1_1_NO_Single
10992	SIGLEC10	P51532_S1382_1_1_NO_Single
10993	MACF1	Q13263_S473_1_1_YES_Single
10994	EDEM2	P42224_S727_1_1_YES_Single
10995	SYF2	P51532_S1382_1_1_NO_Single
10996	EHF	P51532_S1382_1_1_NO_Single
10997	IDH1	Q13263_S473_1_1_YES_Single
10998	DERL3	P51532_S1382_1_1_NO_Single
10999	AKR1B1	Q13263_S473_1_1_YES_Single
11000	CHCHD1	P51532_S1382_1_1_NO_Single
11001	COBL	P51532_S1382_1_1_NO_Single
11002	TMOD1	P51532_S1382_1_1_NO_Single
11003	FAIM	P51532_S1382_1_1_NO_Single
11004	HNRNPUL2	P51532_S1382_1_1_NO_Single
11005	ARMC7	P51532_S1382_1_1_NO_Single
11006	TAPBP	P51532_S1382_1_1_NO_Single
11007	SS18	P51532_S1382_1_1_NO_Single
11008	AKR7A2	P51532_S1382_1_1_NO_Single
11009	MTA3	Q13263_S473_1_1_YES_Single
11010	NDUFS7	P51532_S1382_1_1_NO_Single
11011	LRRC32	P51532_S1382_1_1_NO_Single
11012	GNA12	P51532_S1382_1_1_NO_Single
11013	MDN1	Q13263_S473_1_1_YES_Single
11014	SFXN5	P51532_S1382_1_1_NO_Single
11015	WDSUB1	P51532_S1382_1_1_NO_Single
11016	GPX3	P51532_S1382_1_1_NO_Single
11017	ELP4	P51532_S1382_1_1_NO_Single
11018	CRYZL1	P51532_S1382_1_1_NO_Single
11019	ERH	P51532_S1382_1_1_NO_Single
11020	DDX20	P51532_S1382_1_1_NO_Single
11021	TAF2	P51532_S1382_1_1_NO_Single
11022	ZSCAN20	Q13263_S473_1_1_YES_Single
11023	VAMP2	P51532_S1382_1_1_NO_Single
11024	GTF3A	P51532_S1382_1_1_NO_Single
11025	XPC	P51532_S1382_1_1_NO_Single
11026	ABCB7	P51532_S1382_1_1_NO_Single
11027	GALK1	P51532_S1382_1_1_NO_Single
11028	SETD2	P51532_S1382_1_1_NO_Single
11029	MTPN	P51532_S1382_1_1_NO_Single
11030	WIPF3	P51532_S1382_1_1_NO_Single
11031	RFFL	P51532_S1382_1_1_NO_Single
11032	PREP	P51532_S1382_1_1_NO_Single
11033	NRBF2	Q13263_S473_1_1_YES_Single
11034	C2orf76	P51532_S1382_1_1_NO_Single
11035	RNF40	P51532_S1382_1_1_NO_Single
11036	NUP188	P51532_S1382_1_1_NO_Single
11037	ZNF37A	P51532_S1382_1_1_NO_Single
11038	VPS13D	Q13263_S473_1_1_YES_Single
11039	MAL2	P51532_S1382_1_1_NO_Single
11040	FNBP1L	P51532_S1382_1_1_NO_Single
11041	HS3ST3A1	P51532_S1382_1_1_NO_Single
11042	AGRN	P51532_S1382_1_1_NO_Single
11043	GFOD1	P51532_S1382_1_1_NO_Single
11044	MCOLN1	P51532_S1382_1_1_NO_Single
11045	SPOCK2	P51532_S1382_1_1_NO_Single
11046	ZNF621	P51532_S1382_1_1_NO_Single
11047	PTPN6	P51532_S1382_1_1_NO_Single
11048	B4GALT5	P51532_S1382_1_1_NO_Single
11049	PABPC4	P51532_S1382_1_1_NO_Single
11050	CDH6	P51532_S1382_1_1_NO_Single
11051	KANSL1	P51532_S1382_1_1_NO_Single
11052	CCDC88C	P51532_S1382_1_1_NO_Single
11053	PSMG4	P51532_S1382_1_1_NO_Single
11054	ZNF45	P51532_S1382_1_1_NO_Single
11055	LRMDA	P51532_S1382_1_1_NO_Single
11056	RCSD1	Q13263_S473_1_1_YES_Single
11057	BAIAP2L2	P51532_S1382_1_1_NO_Single
11058	ZNF763	P51532_S1382_1_1_NO_Single
11059	PPP4R2	P51532_S1382_1_1_NO_Single
11060	CDC25B	P51532_S1382_1_1_NO_Single
11061	SRCAP	P51532_S1382_1_1_NO_Single
11062	LAMA5	P51532_S1382_1_1_NO_Single
11063	HIBCH	P51532_S1382_1_1_NO_Single
11064	SKAP2	P51532_S1382_1_1_NO_Single
11065	MAPK10	P51532_S1382_1_1_NO_Single
11066	COL28A1	P51532_S1382_1_1_NO_Single
11067	ATP1B1	P51532_S1382_1_1_NO_Single
11068	SPCS2	P51532_S1382_1_1_NO_Single
11069	INTS14	P51532_S1382_1_1_NO_Single
11070	ZBTB46	P51532_S1382_1_1_NO_Single
11071	ARSK	P51532_S1382_1_1_NO_Single
11072	ATP10D	P51532_S1382_1_1_NO_Single
11073	ANKRD10	P51532_S1382_1_1_NO_Single
11074	ZNF302	P51532_S1382_1_1_NO_Single
11075	TMA7	P51532_S1382_1_1_NO_Single
11076	PIN4	P51532_S1382_1_1_NO_Single
11077	CNNM2	P51532_S1382_1_1_NO_Single
11078	SIGLEC6	P51532_S1382_1_1_NO_Single
11079	NGDN	P51532_S1382_1_1_NO_Single
11080	ZNF398	Q13263_S473_1_1_YES_Single
11081	PSMD1	P51532_S1382_1_1_NO_Single
11082	C9orf85	P51532_S1382_1_1_NO_Single
11083	EFCAB13	P51532_S1382_1_1_NO_Single
11084	SLC22A18AS	P51532_S1382_1_1_NO_Single
11085	POLR2F	P51532_S1382_1_1_NO_Single
11086	IGSF10	P51532_S1382_1_1_NO_Single
11087	ARF1	P51532_S1382_1_1_NO_Single
11088	DNPH1	P51532_S1382_1_1_NO_Single
11089	SUMO2	P51532_S1382_1_1_NO_Single
11090	NCF2	P51532_S1382_1_1_NO_Single
11091	CPD	P51532_S1382_1_1_NO_Single
11092	ATG4C	P42224_S727_1_1_YES_Single
11093	ZNF680	P51532_S1382_1_1_NO_Single
11094	RPS6KA1	P51532_S1382_1_1_NO_Single
11095	GSR	Q13263_S473_1_1_YES_Single
11096	UCK2	P51532_S1382_1_1_NO_Single
11097	FAM171A1	P51532_S1382_1_1_NO_Single
11098	GASK1B	P51532_S1382_1_1_NO_Single
11099	CEP131	P51532_S1382_1_1_NO_Single
11100	TMEM181	P51532_S1382_1_1_NO_Single
11101	CACNA1G	P51532_S1382_1_1_NO_Single
11102	DOCK1	Q13263_S473_1_1_YES_Single
11103	CSTF3	P51532_S1382_1_1_NO_Single
11104	SERPINB1	P51532_S1382_1_1_NO_Single
11105	PRMT1	P51532_S1382_1_1_NO_Single
11106	PURA	P51532_S1382_1_1_NO_Single
11107	EML2	P51532_S1382_1_1_NO_Single
11108	MIEN1	P51532_S1382_1_1_NO_Single
11109	ARGLU1	Q13263_S473_1_1_YES_Single
11110	TRPC1	P51532_S1382_1_1_NO_Single
11111	RFX3	P51532_S1382_1_1_NO_Single
11112	POLR3G	P51532_S1382_1_1_NO_Single
11113	TRAK2	P51532_S1382_1_1_NO_Single
11114	STOX1	Q13263_S473_1_1_YES_Single
11115	LIPT2	P51532_S1382_1_1_NO_Single
11116	SORL1	P51532_S1382_1_1_NO_Single
11117	OSBPL5	P51532_S1382_1_1_NO_Single
11118	SLC25A40	P51532_S1382_1_1_NO_Single
11119	TXNL1	P51532_S1382_1_1_NO_Single
11120	STX11	Q13263_S473_1_1_YES_Single
11121	RFTN1	Q13263_S473_1_1_YES_Single
11122	PWWP2A	P51532_S1382_1_1_NO_Single
11123	TOMM40L	P51532_S1382_1_1_NO_Single
11124	ALG6	P51532_S1382_1_1_NO_Single
11125	UNC5B	P51532_S1382_1_1_NO_Single
11126	GSTA4	P51532_S1382_1_1_NO_Single
11127	AP3S1	P51532_S1382_1_1_NO_Single
11128	ALG14	P51532_S1382_1_1_NO_Single
11129	ZNF879	P51532_S1382_1_1_NO_Single
11130	PRAM1	P51532_S1382_1_1_NO_Single
11131	KNSTRN	P51532_S1382_1_1_NO_Single
11132	EMILIN2	P51532_S1382_1_1_NO_Single
11133	SIRT6	P51532_S1382_1_1_NO_Single
11134	CNOT1	P51532_S1382_1_1_NO_Single
11135	SRGAP3	P51532_S1382_1_1_NO_Single
11136	ODAD1	P51532_S1382_1_1_NO_Single
11137	HS1BP3	P51532_S1382_1_1_NO_Single
11138	LSM1	P51532_S1382_1_1_NO_Single
11139	IRF2BP1	P51532_S1382_1_1_NO_Single
11140	CDKAL1	P51532_S1382_1_1_NO_Single
11141	SAAL1	P51532_S1382_1_1_NO_Single
11142	KATNA1	P51532_S1382_1_1_NO_Single
11143	HTR7	P51532_S1382_1_1_NO_Single
11144	UXS1	Q13263_S473_1_1_YES_Single
11145	PFDN4	Q13263_S473_1_1_YES_Single
11146	NHLRC1	P51532_S1382_1_1_NO_Single
11147	SUN2	P51532_S1382_1_1_NO_Single
11148	FEZ2	P51532_S1382_1_1_NO_Single
11149	CENPO	Q13263_S473_1_1_YES_Single
11150	R3HCC1	P51532_S1382_1_1_NO_Single
11151	SLC25A18	Q13263_S473_1_1_YES_Single
11152	USF2	P51532_S1382_1_1_NO_Single
11153	CUL2	Q13263_S473_1_1_YES_Single
11154	SMYD5	P51532_S1382_1_1_NO_Single
11155	GRIK2	Q13263_S473_1_1_YES_Single
11156	KAT5	Q13263_S473_1_1_YES_Single
11157	PARD6B	P51532_S1382_1_1_NO_Single
11158	STON2	Q13263_S473_1_1_YES_Single
11159	STX2	Q13263_S473_1_1_YES_Single
11160	C2orf88	P51532_S1382_1_1_NO_Single
11161	FAM193A	P51532_S1382_1_1_NO_Single
11162	RAB13	P51532_S1382_1_1_NO_Single
11163	PIK3R4	P51532_S1382_1_1_NO_Single
11164	PKHD1	Q13263_S473_1_1_YES_Single
11165	ALCAM	Q13263_S473_1_1_YES_Single
11166	TMEM177	P51532_S1382_1_1_NO_Single
11167	TRAM1	P51532_S1382_1_1_NO_Single
11168	MORF4L2	P51532_S1382_1_1_NO_Single
11169	S100A2	P51532_S1382_1_1_NO_Single
11170	IRF7	P51532_S1382_1_1_NO_Single
11171	FGF12	P51532_S1382_1_1_NO_Single
11172	ORMDL1	Q13263_S473_1_1_YES_Single
11173	MRPL57	P51532_S1382_1_1_NO_Single
11174	HDAC7	P42224_S727_1_1_YES_Single
11175	DYRK4	P51532_S1382_1_1_NO_Single
11176	NDUFAF6	P51532_S1382_1_1_NO_Single
11177	SAMD9L	P51532_S1382_1_1_NO_Single
11178	APOL4	P42224_S727_1_1_YES_Single
11179	TJP1	Q13263_S473_1_1_YES_Single
11180	IGFBP6	P51532_S1382_1_1_NO_Single
11181	UBASH3B	P51532_S1382_1_1_NO_Single
11182	PRPS2	P51532_S1382_1_1_NO_Single
11183	TFAP2A	P51532_S1382_1_1_NO_Single
11184	MED22	P51532_S1382_1_1_NO_Single
11185	ESD	P51532_S1382_1_1_NO_Single
11186	CLCN3	P51532_S1382_1_1_NO_Single
11187	GNPDA2	P51532_S1382_1_1_NO_Single
11188	NXN	Q13263_S473_1_1_YES_Single
11189	CLDN15	P51532_S1382_1_1_NO_Single
11190	HMGN3	P51532_S1382_1_1_NO_Single
11191	ABI2	P51532_S1382_1_1_NO_Single
11192	RC3H2	P51532_S1382_1_1_NO_Single
11193	HPRT1	P51532_S1382_1_1_NO_Single
11194	ZNF3	Q13263_S473_1_1_YES_Single
11195	PRKCA	P51532_S1382_1_1_NO_Single
11196	APBA2	Q13263_S473_1_1_YES_Single
11197	GALNT2	P51532_S1382_1_1_NO_Single
11198	OMD	P51532_S1382_1_1_NO_Single
11199	LIN7C	P51532_S1382_1_1_NO_Single
11200	CEP41	P51532_S1382_1_1_NO_Single
11201	GALNT6	Q13263_S473_1_1_YES_Single
11202	FHAD1	P51532_S1382_1_1_NO_Single
11203	ARMC2	P51532_S1382_1_1_NO_Single
11204	SF3B4	P51532_S1382_1_1_NO_Single
11205	MARF1	P51532_S1382_1_1_NO_Single
11206	ARID3B	Q13263_S473_1_1_YES_Single
11207	FAM168A	Q13263_S473_1_1_YES_Single
11208	STAM	P51532_S1382_1_1_NO_Single
11209	TMEM45B	P51532_S1382_1_1_NO_Single
11210	HIP1R	P51532_S1382_1_1_NO_Single
11211	ZNF24	P51532_S1382_1_1_NO_Single
11212	MRPS18A	P51532_S1382_1_1_NO_Single
11213	SRI	P51532_S1382_1_1_NO_Single
11214	MRPL19	P51532_S1382_1_1_NO_Single
11215	MAP3K3	P51532_S1382_1_1_NO_Single
11216	SLC16A14	P51532_S1382_1_1_NO_Single
11217	PER3	P51532_S1382_1_1_NO_Single
